gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_chembl_id	PMIDs
TNK2	2246	10188	GuideToPharmacologyInteractions	inhibitor	8193	COMPOUND 30 [PMID: 17280833]	DODECANOL	CHEMBL24722	
TH	TYH	7054	ChemblInteractions	inhibitor	CHEMBL1200862	METYROSINE	METYROSINE	CHEMBL1200862	
SIRT1	2707	23411	GuideToPharmacologyInteractions	activator	9514	SIRT1 ACTIVATOR 3			
CACNA2D4	CACNA2D4	93589	ChemblInteractions	modulator	CHEMBL593430	ATAGABALIN	ATAGABALIN	CHEMBL593430	
SPTLC2	2510	9517	GuideToPharmacologyInteractions	inhibitor	6664	MYRIOCIN	MYRIOCIN	CHEMBL55076	
AQP1	688	358	GuideToPharmacologyInteractions	inhibitor	2343	TETRAETHYLAMMONIUM			
ACHE	ACHE	43	ChemblInteractions	activator	CHEMBL748	PRALIDOXIME CHLORIDE	PRALIDOXIME CHLORIDE	CHEMBL748	
CACNA2D2	TTDC00240	9254	TTD	blocker	DCL000810	GABAPENTIN ER			
ACTL6A	86	86	GuideToPharmacologyInteractions	agonist	911	SPHINGOSINE 1-PHOSPHATE	CHEMBL225155	CHEMBL225155	
RYR2	748	6262	GuideToPharmacologyInteractions	activator	1728	SURAMIN	SURAMIN	CHEMBL265502	
FLT1	FLT	2321	ChemblInteractions	antagonist	CHEMBL1743030	ICRUCUMAB	ICRUCUMAB	CHEMBL1743030	
CHRM5	17	1133	GuideToPharmacologyInteractions	agonist	306	SABCOMELINE	SABCOMELINE	CHEMBL134641	
CREBBP	2734	1387	GuideToPharmacologyInteractions	inhibitor	7506	ISCHEMIN	ISCHEMIN	CHEMBL1615026	
CACNB2	CACNLB2	783	ChemblInteractions	modulator	CHEMBL940	GABAPENTIN	GABAPENTIN	CHEMBL940	
ABCB11	TTDS00278	8647	TTD	inhibitor	DAP000916	PROBUCOL	PROBUCOL	CHEMBL608	
GRIN2B	NMDAR2B	2904	ChemblInteractions	partial agonist	CHEMBL3545230	NRX-1074	NRX-1074	CHEMBL3545230	
QRFPR	333	84109	GuideToPharmacologyInteractions	antagonist	9443	COMPOUND 25E [PMID: 25875054]			
KIR2DL3	CD158B2	3804	ChemblInteractions	inhibitor	CHEMBL2109498	IPH-2101	IPH-2101	CHEMBL2109498	
GRIK4	GRIK	2900	ChemblInteractions	antagonist	CHEMBL14935	TEZAMPANEL	TEZAMPANEL	CHEMBL14935	
SCN3A	580	6328	GuideToPharmacologyInteractions	gating inhibitor	2613	AFT-II			
KMT5A	2704	387893	GuideToPharmacologyInteractions	inhibitor	7022	NAHUOIC ACID A			
KCNC3	KCNC3	3748	ChemblInteractions	blocker	CHEMBL113461	TEDISAMIL	TEDISAMIL	CHEMBL113461	
PLA2G2A	1417	5320	GuideToPharmacologyInteractions	inhibitor	8787	COMPOUND 12E [PMID: 18605714]			
GPR18	89	2841	GuideToPharmacologyInteractions	agonist	739	ARACHIDONYLCYCLOPROPYLAMIDE	CHEMBL418353	CHEMBL418353	
MADCAM1	MADCAM1	8174	ChemblInteractions	inhibitor	CHEMBL2109511	PF-00547659	PF-00547659	CHEMBL2109511	
IFNGR2	IFNGT1	3460	ChemblInteractions	agonist	CHEMBL1201564	INTERFERON GAMA-1B	INTERFERON GAMA-1B	CHEMBL1201564	
HSD11B1	TTDC00070	3290	TTD	inhibitor	DCL000467	AZD4017			
DYRK1B	2010	9149	GuideToPharmacologyInteractions	inhibitor	9268	AZ191	ISOPROTERENOL	CHEMBL434	
HRH3	GPCR97	11255	ChemblInteractions	agonist	CHEMBL2106003	CIPRALISANT MALEATE	CIPRALISANT MALEATE	CHEMBL2106003	
APH1A	APH-1	51107	TALC	inhibitor	MK0752	MK0752			
CETP	TTDC00124	1071	TTD	inhibitor	DCL000252	TORCETRAPIB	TORCETRAPIB	CHEMBL479527	
MAGEA3	MAGE3	4102	TALC	vaccine	EP-2101	EP-2101			
AKT2	1480	208	GuideToPharmacologyInteractions	allosteric modulator	9429	ARQ-092	ARQ-092	CHEMBL3545422	
MC2R	ACTHR	4158	ChemblInteractions	agonist	CHEMBL1201610	CORTICOTROPIN	CORTICOTROPIN	CHEMBL1201610	
NCSTN	NCSTN	23385	TALC	inhibitor	MK0752	MK0752			
GABRB2	TTDS00410	2561	TTD	antagonist	DAP000163	ETHCHLORVYNOL	ETHCHLORVYNOL	CHEMBL591	
PSME2P2	PSME2P2	338099	MyCancerGenome	inhibitor	BORTEZOMIB	BORTEZOMIB	BORTEZOMIB	CHEMBL325041	
CACNA1G	KIAA1123	8913	ChemblInteractions	modulator	CHEMBL593430	ATAGABALIN	ATAGABALIN	CHEMBL593430	
SQLE	TTDS00302	6713	TTD	inhibitor	DAP001237	TOLNAFTATE	TOLNAFTATE	CHEMBL83668	
CXCR2	IL8RB	3579	ChemblInteractions	modulator	CHEMBL189475	Ladarixin	Ladarixin	CHEMBL189475	
TPH2	NTPH	121278	ChemblInteractions	inhibitor	CHEMBL2105695	TELOTRISTAT ETHYL	TELOTRISTAT ETHYL	CHEMBL2105695	
CDK10	CDK10	8558	ChemblInteractions	inhibitor	CHEMBL488436	AZD-5438	AZD-5438	CHEMBL488436	
DLX3	1747	1747	GuideToPharmacologyInteractions	antagonist	4856	A-71915			
ESRRA	622	2101	GuideToPharmacologyInteractions	antagonist	2833	COMPOUND 1A [PMID: 17556356]			
HTR3B	378	9177	GuideToPharmacologyInteractions	channel blocker	1862	GINKGOLIDE B			
TNFRSF10B	TNFRSF10B	8795	MyCancerGenome	antibody	APOMAB	APOMAB	Apomab	CHEMBL2109248	
MAS1	150	4142	GuideToPharmacologyInteractions	antagonist	7043	AR305352			
PRKD2	2173	25865	GuideToPharmacologyInteractions	inhibitor	8048	CRT 0066101			
HEBP1	NRF2	50865	ChemblInteractions	inhibitor	CHEMBL1762621	BARDOXOLONE METHYL	BARDOXOLONE METHYL	CHEMBL1762621	
HBB	TTDS00498	3043	TTD	activator	DAP001312	IRON DEXTRAN			
IL4R	TTDC00081	3566	TTD	agonist	DCL000199	PRX-321	SILYBIN B	CHEMBL592675	
GJB6	717	10804	GuideToPharmacologyInteractions	inhibitor	4278	OCTANOL	OCTANOL	CHEMBL26215	
SIRT2	2708	22933	GuideToPharmacologyInteractions	inhibitor	9251	COMPOUND 86 [PMID: 26982234]			
CXCR5	72	643	GuideToPharmacologyInteractions	agonist	3645	CXCL13			
ITGA2	2579	3673	GuideToPharmacologyInteractions	antibody	6584	ABCIXIMAB	ABCIXIMAB	CHEMBL1201584	
AQP9	696	366	GuideToPharmacologyInteractions	inhibitor	4285	PHLORETIN	PHLORETIN	CHEMBL45068	
GRIN2C	NMDAR2C	2905	ChemblInteractions	positive allosteric modulator	CHEMBL1255840	NEBOGLAMINE	NEBOGLAMINE	CHEMBL1255840	
SCN1A	578	6323	GuideToPharmacologyInteractions	channel blocker	2625	SAXITOXIN	SAXITOXIN	CHEMBL501134	
NPBWR2	304	2832	GuideToPharmacologyInteractions	agonist	1497	[125I]NPW-23 (HUMAN)			
PRSS8	2400	5652	GuideToPharmacologyInteractions	inhibitor	7859	B3C			
MT-ND3	MTND3	4537	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
GRIN3B	GRIN3B	116444	ChemblInteractions	positive allosteric modulator	CHEMBL1255840	NEBOGLAMINE	NEBOGLAMINE	CHEMBL1255840	
DRD1	TTDS00011	1812	TTD	binder	DCL000731	BSF-78438			
TPSAB1	2424	7177	GuideToPharmacologyInteractions	inhibitor	7863	GABEXATE	GABEXATE	CHEMBL87563	
CMKLR1	79	1240	GuideToPharmacologyInteractions	agonist	2945	CHEMERIN			
KCNB2	547	9312	GuideToPharmacologyInteractions	channel blocker	2510	QUININE	QUININE	CHEMBL170	
DCLK3	2007	85443	GuideToPharmacologyInteractions	inhibitor	8208	COMPOUND 5N [PMID: 20483621]			
ATP1B2	ATP1B2	482	ChemblInteractions	inhibitor	CHEMBL1614	DESLANOSIDE	DESLANOSIDE	CHEMBL1614	
KDM4A	2675	9682	GuideToPharmacologyInteractions	inhibitor	8744	COMPOUND 6A [PMID: 18942826]			
LPAR3	274	23566	GuideToPharmacologyInteractions	"agonist,antagonist"	2907	KI16425	CYCLOPHOSPHAMIDE	CHEMBL88	
PSMA7	PSMA7	5688	MyCancerGenome	inhibitor	CARFILZOMIB	CARFILZOMIB	CARFILZOMIB	CHEMBL451887	
SLC5A2	TTDC00158	6524	TTD	blocker	DCL000101	DAPAGLIFLOZIN	DAPAGLIFLOZIN	CHEMBL429910	
KCNH5	571	27133	GuideToPharmacologyInteractions	channel blocker	2342	QUINIDINE			
GPR37	103	2861	GuideToPharmacologyInteractions	agonist	2496	NEUROPEPTIDE HEAD ACTIVATOR			
GABRG3	GABRG3	2567	ChemblInteractions	agonist	CHEMBL979	MEPROBAMATE	MEPROBAMATE	CHEMBL979	
USP14	2429	9097	GuideToPharmacologyInteractions	inhibitor	8880	IU1			
HCN3	402	57657	GuideToPharmacologyInteractions	channel blocker	2355	CILOBRADINE	CILOBRADINE	CHEMBL2105984	
PSMD4	MCB1	5710	ChemblInteractions	inhibitor	CHEMBL451887	CARFILZOMIB	CARFILZOMIB	CHEMBL451887	
KRAS	KRAS	3845	MyCancerGenomeClinicalTrial	inhibitor	REGORAFENIB	REGORAFENIB	REGORAFENIB	CHEMBL1946170	
NPR3	1749	4883	GuideToPharmacologyInteractions	agonist	9067	PL-3994	BETAXOLOL	CHEMBL423	
NT5E	1232	4907	GuideToPharmacologyInteractions	antibody	9596	OLECLUMAB			
RORA	598	6095	GuideToPharmacologyInteractions	agonist	2718	CHOLESTEROL	CHOLESTEROL	CHEMBL112570	
XIAP	2790	331	GuideToPharmacologyInteractions	inhibitor	7912	LCL161	CHEMBL2431768	CHEMBL2431768	
CLCNKB	701	1188	GuideToPharmacologyInteractions	activator	2439	NIFLUMIC ACID	NIFLUMIC ACID	CHEMBL63323	
GABRR1	420	2569	GuideToPharmacologyInteractions	agonist	4259	MUSCIMOL	MUSCIMOL	CHEMBL273481	
RARG	NR1B3	5916	ChemblInteractions	modulator	CHEMBL146506	MOFAROTENE	MOFAROTENE	CHEMBL146506	
EDNRA	EDNRA	1909	MyCancerGenomeClinicalTrial	inhibitor	ZD4054	ZD4054	ZIBOTENTAN	CHEMBL1628688	
GABRA2	GABRA2	2555	ChemblInteractions	partial agonist	CHEMBL2103791	ADIPIPLON	ADIPIPLON	CHEMBL2103791	
GRIA4	447	2893	GuideToPharmacologyInteractions	channel blocker	4229	JORO TOXIN	JORO SPIDER TOXIN 3	CHEMBL313747	
PDE8B	PDE8B	8622	ChemblInteractions	inhibitor	CHEMBL628	PENTOXIFYLLINE	PENTOXIFYLLINE	CHEMBL628	
PCSK2	2383	5126	GuideToPharmacologyInteractions	inhibitor	8658	PEPTIDE 18 [PMID: 24350995]			
RYR1	747	6261	GuideToPharmacologyInteractions	channel blocker	4291	PROCAINE	PROCAINE	CHEMBL569	
KCNQ3	KCNQ3	3786	ChemblInteractions	blocker	CHEMBL41355	EZOGABINE	EZOGABINE	CHEMBL41355	
RORC	600	6097	GuideToPharmacologyInteractions	antagonist	2740	ALRT 1550	CHEMBL89241	CHEMBL89241	
HTR2A	TTDS00103	3356	TTD	binder	DCL000999	SR46349B	EPLIVANSERIN FUMARATE	CHEMBL2103845	
CD2	2600	914	GuideToPharmacologyInteractions	antagonist	6787	ALEFACEPT	ALEFACEPT	CHEMBL1201571	
NDUFA3	NDUFA3	4696	ChemblInteractions	inhibitor	CHEMBL1703	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	CHEMBL1703	
SLC3A2	890	6520	GuideToPharmacologyInteractions	antibody	8737	IGN523			
S1PR5	EDG8	53637	ChemblInteractions	agonist	CHEMBL2336071	Siponimod	Siponimod	CHEMBL2336071	
PDE1C	1296	5137	GuideToPharmacologyInteractions	inhibitor	5285	VINPOCETINE	VINPOCETINE	CHEMBL71752	
GUCY1B2	GUCY1B2	2974	ChemblInteractions	positive allosteric modulator	CHEMBL2107834	RIOCIGUAT	RIOCIGUAT	CHEMBL2107834	
KCNN2	382	3781	GuideToPharmacologyInteractions	channel blocker	2343	TETRAETHYLAMMONIUM			
HPGDS	1381	27306	GuideToPharmacologyInteractions	inhibitor	6662	HQL-79	CHEMBL574003	CHEMBL574003	
PLG	TTDS00392	5340	TTD	activator	DAP001194	UROKINASE	UROKINASE	CHEMBL1201420	
ACVR2A	1791	92	GuideToPharmacologyInteractions	antibody	8086	BIMAGRUMAB	BIMAGRUMAB	CHEMBL3137353	
CARM1	1255	10498	GuideToPharmacologyInteractions	inhibitor	9529	MS049			
F2RL1	348	2150	GuideToPharmacologyInteractions	antagonist	6659	P2PAL18S			
BIRC2	2791	329	GuideToPharmacologyInteractions	inhibitor	7914	BV-6			
CACNB2	CACNLB2	783	ChemblInteractions	blocker	CHEMBL1200382	BEPRIDIL HYDROCHLORIDE	BEPRIDIL HYDROCHLORIDE	CHEMBL1200382	
CYP2B6	1324	1555	GuideToPharmacologyInteractions	inhibitor	7307	TICLOPIDINE	TICLOPIDINE	CHEMBL833	
GLRA3	425	8001	GuideToPharmacologyInteractions	channel blocker	2291	PICROTOXININ	PICROTOXININ	CHEMBL47244	
CLCNKA	700	1187	GuideToPharmacologyInteractions	"activator,channel blocker"	2439	NIFLUMIC ACID	NIFLUMIC ACID	CHEMBL63323	
HCN4	HCN4	10021	ChemblInteractions	blocker	CHEMBL1201729	DRONEDARONE HYDROCHLORIDE	DRONEDARONE HYDROCHLORIDE	CHEMBL1201729	
KCNH1	570	3756	GuideToPharmacologyInteractions	channel blocker	2606	LY97241	CHEMBL182977	CHEMBL182977	
PDE1B	1295	5153	GuideToPharmacologyInteractions	activator	2351	CALMODULIN	BEPRIDIL	CHEMBL1008	
TNF	TNF	7124	TALC	inducer	VADIMEZAN	VADIMEZAN	VADIMEZAN	CHEMBL71263	
DLL4	DLL4	54567	TALC	antibody	REGN421	REGN421	REGN-421	CHEMBL2109383	
CFTR	ABCC7	1080	ChemblInteractions	inhibitor	CHEMBL2108184	CROFELEMER	CROFELEMER	CHEMBL2108184	
LOXL2	LOXL2	4017	ChemblInteractions	inhibitor	CHEMBL2109667	Simtuzumab	Simtuzumab	CHEMBL2109667	
CD8B	1707	926	GuideToPharmacologyInteractions	antibody	7785	MAVRILIMUMAB	MAVRILIMUMAB	CHEMBL1743039	
TNIK	2244	23043	GuideToPharmacologyInteractions	inhibitor	346	STAUROSPORINE	STAUROSPORINE	CHEMBL388978	
CSNK2A2	1550	1459	GuideToPharmacologyInteractions	inhibitor	8126	CX-4945	SILMITASERTIB	CHEMBL1230165	
PSMA1	HC2	5682	ChemblInteractions	inhibitor	CHEMBL325041	BORTEZOMIB	BORTEZOMIB	CHEMBL325041	
GJA1	728	2697	GuideToPharmacologyInteractions	inhibitor	707	CA2+	cA2	CHEMBL2109588	
CACNA1S	CACH1	779	ChemblInteractions	modulator	CHEMBL593430	ATAGABALIN	ATAGABALIN	CHEMBL593430	
LGR4	147	55366	GuideToPharmacologyInteractions	agonist	3699	R-SPONDIN-3	CIMETIDINE	CHEMBL30	
RAMP3	46	10268	GuideToPharmacologyInteractions	agonist	683	ADRENOMEDULLIN			
CACNA1H	CACNA1H	8912	ChemblInteractions	blocker	CHEMBL1100	PARAMETHADIONE	PARAMETHADIONE	CHEMBL1100	
GUCY2C	TTDC00171	2984	TTD	activator	DCL000878	MD-1100	LINACLOTIDE ACETATE	CHEMBL3301676	
DRD2	TTDS00012	1813	TTD	binder	DAP000979	MOLINDONE	MOLINDONE	CHEMBL460	
IKBKE	2040	9641	GuideToPharmacologyInteractions	inhibitor	9580	MPI-0485520			
GRIN1	NMDAR1	2902	ChemblInteractions	positive allosteric modulator	CHEMBL1255840	NEBOGLAMINE	NEBOGLAMINE	CHEMBL1255840	
IL13	NC30	3596	ChemblInteractions	inhibitor	CHEMBL1742985	ANRUKINZUMAB	ANRUKINZUMAB	CHEMBL1742985	
PRKCE	1486	5581	GuideToPharmacologyInteractions	inhibitor	5290	Y27632	Y-27632	CHEMBL559147	
GABRR1	420	2569	GuideToPharmacologyInteractions	channel blocker	4320	TBPS	T-BUTYLBICYCLOPHOSPHOROTHIONATE	CHEMBL485673	
KDR	VEGFR-2	3791	TALC	antibody	RAMUCIRUMAB	RAMUCIRUMAB	RAMUCIRUMAB	CHEMBL1743062	
SLC5A8	922	160728	GuideToPharmacologyInteractions	inhibitor	4820	FENOPROFEN	FENOPROFEN	CHEMBL1297	
HIF1A	HIF-1A	3091	TALC	antagonist	EZN-2968	EZN-2968			
CD80	2744	941	GuideToPharmacologyInteractions	inhibitor	6892	BELATACEPT	BELATACEPT	CHEMBL1742990	
BAZ2A	2721	11176	GuideToPharmacologyInteractions	inhibitor	8571	BAZ2-ICR			
HLA-DRB2	HLA-DRB2	3124	ChemblInteractions	modulator	CHEMBL2108712	PLOVAMER ACETATE	PLOVAMER ACETATE	CHEMBL2108712	
IL2RG	IL2RG	3561	ChemblInteractions	inhibitor	CHEMBL1201605	DACLIZUMAB	DACLIZUMAB	CHEMBL1201605	
ATM	1934	472	GuideToPharmacologyInteractions	inhibitor	8041	KU-60019			
KCNA10	KCNA10	3744	ChemblInteractions	blocker	CHEMBL2107762	NERISPIRDINE	NERISPIRDINE	CHEMBL2107762	
S1PR3	277	1903	GuideToPharmacologyInteractions	agonist	2924	FTY720-PHOSPHATE	CHEMBL570352	CHEMBL570352	
NR1H3	LXRA	10062	ChemblInteractions	modulator	CHEMBL3545047	BMS-852927	BMS-852927	CHEMBL3545047	
STK10	2211	6793	GuideToPharmacologyInteractions	inhibitor	5710	BOSUTINIB	BOSUTINIB	CHEMBL288441	
AQP6	693	363	GuideToPharmacologyInteractions	inhibitor	4215	HG2+			
CATSPER4	391	378807	GuideToPharmacologyInteractions	activator	5412	PGF1α			
KCNJ5	TTDS00150	3762	TTD	blocker	DAP000037	GLIBENCLAMIDE	GLYBURIDE	CHEMBL472	
GABRA6	409	2559	GuideToPharmacologyInteractions	agonist	4322	GABOXADOL	GABOXADOL	CHEMBL312443	
CASP14	1627	23581	GuideToPharmacologyInteractions	inhibitor	8674	GRASSYSTATIN A	GRASSYSTATIN A	CHEMBL567893	
FFAR2	226	2867	GuideToPharmacologyInteractions	allosteric modulator	5803	AMG7703	TIRATRICOL	CHEMBL41632	
DRD4	TTDC00291	1815	TTD	binder	DPR000110	SONEPIPRAZOLE	SONEPIPRAZOLE	CHEMBL69759	
GRM1	289	2911	GuideToPharmacologyInteractions	agonist	1369	L-GLUTAMIC ACID			
PRSS3	2399	5646	GuideToPharmacologyInteractions	inhibitor	7897	BPTI-K15R/R17G			
MAP3K11	2071	4296	GuideToPharmacologyInteractions	inhibitor	8106	URMC-099			
GRM8	296	2918	GuideToPharmacologyInteractions	antagonist	1377	DCG-IV	CHEMBL284193	CHEMBL284193	
PDK2	2142	5164	GuideToPharmacologyInteractions	inhibitor	9350	VER-246608			
CHRNB4	CHRNB4	1143	ChemblInteractions	antagonist	CHEMBL3707249	ASM-024	ASM-024	CHEMBL3707249	
IL22	ILTIF	50616	ChemblInteractions	inhibitor	CHEMBL1743017	FEZAKINUMAB	FEZAKINUMAB	CHEMBL1743017	
IL17RB	2295	55540	GuideToPharmacologyInteractions	agonist	5877	IL-17B	METHYLPREDNISOLONE ACETATE	CHEMBL1200844	
EPHA5	1825	2044	GuideToPharmacologyInteractions	inhibitor	8141	COMPOUND 66 [PMID: 19788238]			
SELE	TTDC00098	6401	TTD	inhibitor	DCL000069	BIMOSIAMOSE	BIMOSIAMOSE	CHEMBL1215923	
CD7	1695	924	GuideToPharmacologyInteractions	antibody	6879	BASILIXIMAB	BASILIXIMAB	CHEMBL1201439	
ENTPD1	2888	953	GuideToPharmacologyInteractions	inhibitor	9023	PSB-0963	CHEMBL608559	CHEMBL608559	
KRAS	K-RAS	3845	TALC	vaccine	RAS PEPTIDE CANCER VACCINE	RAS PEPTIDE CANCER VACCINE			
SELP	GMRP	6403	ChemblInteractions	inhibitor	CHEMBL2109487	RG-1512	RG-1512	CHEMBL2109487	
BRDT	2729	676	GuideToPharmacologyInteractions	inhibitor	7524	XD14			
SERPINA1	TTDS00285	5265	TTD	modulator	DCL000689	ALPHAGEN			
GPR52	108	9293	GuideToPharmacologyInteractions	agonist	8840	COMPOUND 7A [PMID: 24884590]			
METAP1	KIAA0094	23173	ChemblInteractions	inhibitor	CHEMBL2103847	TOSEDOSTAT	TOSEDOSTAT	CHEMBL2103847	
MAS1	150	4142	GuideToPharmacologyInteractions	agonist	7041	CGEN-856			
RAPGEF3	1292	10411	GuideToPharmacologyInteractions	inhibitor	7917	ESI-09			
CYP11B2	1360	1585	GuideToPharmacologyInteractions	inhibitor	8310	OSILODROSTAT	OSILODROSTAT	CHEMBL3099695	
KCNA3	HGK5	3738	ChemblInteractions	blocker	CHEMBL2107762	NERISPIRDINE	NERISPIRDINE	CHEMBL2107762	
MPI	TTDS00450	4351	TTD	inhibitor	DAP001193	SULFANILAMIDE			
GABRA2	405	2555	GuideToPharmacologyInteractions	agonist	4156	CGS8216	CGS-8216	CHEMBL19732	
ITGB7	TTDC00031	3695	TTD	antibody	DCL000622	RHUMAB BETA7	ETROLIZUMAB	CHEMBL1743015	
ADRM1	GP110	11047	ChemblInteractions	inhibitor	CHEMBL3545432	IXAZOMIB CITRATE	IXAZOMIB CITRATE	CHEMBL3545432	
PSMB6	PSMB6	5694	MyCancerGenome	inhibitor	CARFILZOMIB	CARFILZOMIB	CARFILZOMIB	CHEMBL451887	
SETD2	TTDC00101	29072	TTD	inhibitor	DCL000127	HIF-1ALPHA	CHEMBL299763	CHEMBL299763	
DRD3	216	1814	GuideToPharmacologyInteractions	allosteric modulator	7694	SB269652			
GLYB	2757	2757	GuideToPharmacologyInteractions	inhibitor	8772	NRF2 PEPTIDE [PMID: 23647822]			
CASP2	ICH1	835	ChemblInteractions	inhibitor	CHEMBL197672	EMRICASAN	EMRICASAN	CHEMBL197672	
RYR1	747	6261	GuideToPharmacologyInteractions	antagonist	708	MG2+	MAGNESIUM	CHEMBL2146125	
SCN5A	582	6331	GuideToPharmacologyInteractions	activator	2617	ACONITINE	ACONITINE	CHEMBL2103747	
CCR9	66	10803	GuideToPharmacologyInteractions	allosteric modulator	9046	VERCIRNON	VERECIMON	CHEMBL2178578	
MCOLN1	501	57192	GuideToPharmacologyInteractions	activator	2794	"PHOSPHATIDYL (3,5) INOSITOL BISPHOSPHATE"	CLOFAZIMINE	CHEMBL1292	
PROC	TTDS00470	5624	TTD	inhibitor	DAP001276	SODIUM TETRADECYL SULFATE	SODIUM TETRADECYL SULFATE	CHEMBL1200354	
SLC27A1	1108	376497	GuideToPharmacologyInteractions	inhibitor	8801	COMPOUND 5K [PMID: 23528296]	NYSTATIN	CHEMBL229383	
ASIC2	685	40	GuideToPharmacologyInteractions	channel blocker	2421	AMILORIDE	AMILORIDE	CHEMBL945	
GABRA4	407	2557	GuideToPharmacologyInteractions	channel blocker	4320	TBPS	T-BUTYLBICYCLOPHOSPHOROTHIONATE	CHEMBL485673	
TEC	2238	7006	GuideToPharmacologyInteractions	inhibitor	9285	PRN694			
MET	MET	4233	ChemblInteractions	antagonist	CHEMBL1743051	ONARTUZUMAB	ONARTUZUMAB	CHEMBL1743051	
SRD5A2	SRD5A2	6716	ChemblInteractions	inhibitor	CHEMBL710	FINASTERIDE	FINASTERIDE	CHEMBL710	
GABRB2	GABRB2	2561	ChemblInteractions	agonist	CHEMBL3707402	PF-06372865	PF-06372865	CHEMBL3707402	
MT-ND6	MTND6	4541	ChemblInteractions	inhibitor	CHEMBL3545135	NV-128	NV-128	CHEMBL3545135	
GABRA5	408	2558	GuideToPharmacologyInteractions	channel blocker	4369	[35S]TBPS			
MAPK3	ERK1	5595	ChemblInteractions	inhibitor	CHEMBL3544964	GDC-0994	GDC-0994	CHEMBL3544964	
CD248	CD164L1	57124	ChemblInteractions	inhibitor	CHEMBL2109397	MORAb-004	MORAb-004	CHEMBL2109397	
GSR	TTDS00121	2936	TTD	modulator	DCL000390	GSK729327			
KCND3	TTDS00413	3752	TTD	blocker	DAP000128	SODIUM BICARBONATE	SODIUM BICARBONATE	CHEMBL1353	
TERT	EST2	7015	ChemblInteractions	inhibitor	CHEMBL2107856	IMETELSTAT	IMETELSTAT	CHEMBL2107856	
ABCA1	ABC1	19	ChemblInteractions	inhibitor	CHEMBL608	PROBUCOL	PROBUCOL	CHEMBL608	
CATSPER1	388	117144	GuideToPharmacologyInteractions	activator	2377	PROGESTERONE	PROGESTERONE	CHEMBL103	
INPP5D	1455	3635	GuideToPharmacologyInteractions	activator	9249	ROSIPTOR			
MYB	TTDC00022	4602	TTD	antisense	DCL000154	LR3001			
SUV39H1	2715	6839	GuideToPharmacologyInteractions	inhibitor	8388	CHAETOCIN	CHAETOCIN	CHEMBL1089316	
MAPKAP1	MAPKAP1	79109	MyCancerGenome	inhibitor	OSI-027	OSI-027	OSI-027	CHEMBL3120215	
ACVR2B	ACVR2B	93	ChemblInteractions	antagonist	CHEMBL3137353	BIMAGRUMAB	BIMAGRUMAB	CHEMBL3137353	
CD40	TNFRSF5	958	ChemblInteractions	partial agonist	CHEMBL2108144	TENELIXIMAB	TENELIXIMAB	CHEMBL2108144	
PSMD7	PSMD7	5713	MyCancerGenome	inhibitor	CARFILZOMIB	CARFILZOMIB	CARFILZOMIB	CHEMBL451887	
RXFP4	354	339403	GuideToPharmacologyInteractions	antagonist	3907	R3(BΔ23-27)R/I5 CHIMERIC PEPTIDE			
KCNH3	KIAA1282	23416	ChemblInteractions	blocker	CHEMBL284348	DALFAMPRIDINE	DALFAMPRIDINE	CHEMBL284348	
KCNH2	572	3757	GuideToPharmacologyInteractions	inhibitor	9425	NEMIRALISIB			
CLCN7	706	1186	GuideToPharmacologyInteractions	channel blocker	4275	NS5818			
CSF2RB	2308	1439	GuideToPharmacologyInteractions	antagonist	5090	YM90709			
DCLK2	2006	166614	GuideToPharmacologyInteractions	inhibitor	8057	XMD8-92			
LPAR4	94	2846	GuideToPharmacologyInteractions	antagonist	2905	AM966	CYCLOPENTOLATE	CHEMBL1201338	
SLC10A1	959	6554	GuideToPharmacologyInteractions	inhibitor	7596	(+)-PROPRANOLOL	PROPRANOLOL	CHEMBL27	
LIMK2	2055	3985	GuideToPharmacologyInteractions	inhibitor	8151	COMPOUND 14 [PMID: 19831390]			
CYP2C8	1325	1558	GuideToPharmacologyInteractions	inhibitor	8777	"COMPOUND 51 [CROSIGNANI ET AL., 2011]"			
CLCN3	702	1182	GuideToPharmacologyInteractions	channel blocker	4285	PHLORETIN	PHLORETIN	CHEMBL45068	
SLC6A4	TTDC00255	6532	TTD	blocker	DCL000988	SLV-310	CHEMBL131495	CHEMBL131495	
GPR87	122	53836	GuideToPharmacologyInteractions	agonist	2906	LPA			
AOAH	2873	313	GuideToPharmacologyInteractions	inhibitor	8606	JZL195			
GRIA2	GLUR2	2891	ChemblInteractions	positive allosteric modulator	CHEMBL1276138	FARAMPATOR	FARAMPATOR	CHEMBL1276138	
MAP3K5	2080	4217	GuideToPharmacologyInteractions	inhibitor	8076	MSC2032964A	2-ETHOXYETHANOL	CHEMBL119596	
SUCNR1	166	56670	GuideToPharmacologyInteractions	antagonist	5514	COMPOUND 5G [PMID: 21571530]			
SCTR	SCTR	6344	ChemblInteractions	agonist	CHEMBL1201488	SECRETIN SYNTHETIC HUMAN	SECRETIN SYNTHETIC HUMAN	CHEMBL1201488	
SLAMF7	CS1	57823	ChemblInteractions	inhibitor	CHEMBL1743010	ELOTUZUMAB	ELOTUZUMAB	CHEMBL1743010	
