gene	lung_mean_CRISPR
PNLIPRP2	
TSPEAR	0.054805889
PNMT	-0.029951915
SETD4	0.168810399
FAM3B	0.22143806
RIPK4	0.028747318
CLIC6	-0.004866501
GSAP	-0.048775726
TLR9	-0.194665093
POLE3	-0.428729183
CHRAC1	-0.16546237
PNN	-0.784155832
GPR88	-0.004840277
UBL3	0.01891821
5-Sep	-0.174601757
4-Sep	-0.048147917
CT45A1	
MRPL39	-0.894243765
C21orf91	0.081796887
CXorf40B	
DCUN1D1	-0.125181727
NANS	0.014900096
PODXL	-0.170901305
CYCS	-1.03973603
ERRFI1	0.190015467
KCNK10	0.03996993
TREM2	-0.024442548
TREM1	0.056397549
SNTG1	0.172099412
POLA1	
POLB	0.199181875
POLD1	-1.166178418
POLD2	-0.878946963
POLE	-1.436984285
POLE2	-1.592752443
POLG	-0.427438301
POLH	-0.226969573
POLR2A	-1.56168725
POLR2B	-1.584234923
POLR2C	-1.44553834
GPR173	
GPR85	0.237643116
POLR2D	-1.46781091
GNG2	-0.194060202
GDAP1	-0.119784235
POLR2E	-1.612595159
SOX18	0.102731716
UNC93A	0.036926833
POLR2F	-1.062862233
POLR2G	-1.169629478
WNT4	0.015591198
HAO1	-0.014970593
POLR2H	-1.067621219
POLR2I	-1.798214713
TERF2IP	-0.115696678
POLR2J	-1.804834117
POLR2K	-1.170218925
SLC38A2	-0.387145811
POLR2L	-2.090653394
NLGN3	
SIAE	0.220186472
POLRMT	-0.702441023
TAS2R5	0.226831424
POMC	-0.018217632
DNAJC10	-0.09319149
YIPF1	0.114298812
GAR1	-0.620519239
SSH1	-0.244272485
SH3TC1	0.112927403
SEMA5B	-0.213314221
GFOD1	0.264440565
PON1	-0.288228423
SASH3	
KCTD5	-0.019949183
ANLN	-0.647248651
PON2	-0.078932164
RIN2	0.02068729
ATAD2B	0.120193535
FBXO42	-0.28903879
MOV10L1	-0.057259047
TAF7L	
PON3	-0.10468681
MRPS21	-1.022491773
FBXW5	-0.013724992
RETREG1	
XRN1	-0.636899475
ETAA1	-0.123637335
ANKIB1	-0.068529355
MIOS	-0.652303486
ZFAND6	-0.023071122
POR	0.042110601
ARMCX6	
TOLLIP	0.066846049
KRT20	-0.010282106
NLE1	-1.107837942
RNF216	-0.054181687
PLEKHA5	-0.018956683
PIMREG	
CHPF2	-0.073186318
TRMT13	0.180588446
DGCR8	-0.4001466
POU1F1	-0.042441614
UGT2B28	0.117477831
C11orf71	-0.150184783
TMX3	0.053617604
PRMT7	-0.238990228
HEATR5B	-0.189577382
SMOX	0.025487467
TMCO1	-0.195179428
ATR	-0.977841578
POU2AF1	0.03586996
RBM47	-0.068507226
ZDHHC13	0.095452511
CPVL	0.003886966
DHX29	-0.302780961
ADAMTSL4	-0.225259469
RHOF	-0.334228578
POU2F1	-0.212464987
PCDH18	0.083559313
HMGCLL1	-0.005720034
EXOSC4	-1.269602592
DDX4	0.019929217
MTRF1L	-0.379069804
PUS7	-0.012828122
APBB1IP	0.114444381
POU2F2	0.109866554
CCDC93	-0.190725331
WDR44	
ANKRD16	-0.104252403
ASNSD1	-0.148157517
POU3F1	0.039228902
MIER2	0.074446859
USP53	-0.188661914
CCHCR1	0.12683866
EXOC6	-0.022575207
FAM35A	-0.02083656
ROBO4	0.078936475
NDUFB11	
POU3F2	0.092534368
FAM193B	-0.218970528
DDIT4	-0.03550855
RC3H2	-0.043847075
TOMM7	-0.070504625
CRCT1	0.08301495
MTMR12	-0.056465734
RNF186	0.081440731
SDK2	-0.019303249
POU3F3	-0.183657259
NECAB2	0.124762159
MAGEL2	
GNL3L	
WDR5B	-0.194534175
DDX49	-1.679439326
ING3	-0.58539517
SGTB	0.094271
SPATA6	0.141248779
POU3F4	
EPB41L4B	0.050672064
DLL4	-0.060241871
POU4F1	0.015287431
UGT1A10	0.049688825
UGT1A8	-0.23236092
UGT1A7	-0.162640855
UGT1A6	-0.194996862
UGT1A5	0.059983199
POU4F2	0.162812289
SCAND2P	
EGLN1	-0.32560728
GNB1L	-0.954331158
LZTFL1	-0.187999138
EQTN	0.368797341
MXRA8	0.113835142
POU4F3	0.033080448
L1TD1	-0.016065683
ATRX	
POU5F1	-0.083530172
UGT1A9	-0.019351919
NDFIP2	0.0379543
DDX56	-1.539388622
INO80	-0.608687551
CCNJ	-0.210818538
POU5F1B	-0.669076442
FBXL19	-0.1108621
VSIG10	-0.099357679
ARL15	0.052968911
PAF1	-0.906378186
PARP14	0.079287917
HES2	-0.206793956
MINDY2	
POU6F1	-0.192115511
PPA1	-1.128836793
PPARA	-0.046772807
UGT1A4	-0.123594465
UGT1A1	-0.057890575
UGT1A3	-0.202614167
TBC1D13	-0.125587862
WDR74	-1.396954038
TMEM106B	-0.098757835
RSBN1	0.093046601
PPARD	-0.113073257
CRLS1	-0.816957869
GTPBP2	-0.047146034
CROT	0.061315803
PPARG	0.092900398
ZNHIT6	-0.694711755
P4HTM	-0.231837301
MED1	-0.847656724
KIF1A	-0.153853956
PPEF2	-0.018567387
RRN3	-1.161825093
PDP1	0.08207058
GPN2	-1.438473513
5-Mar	-0.320037021
PPAT	-0.623699523
CNGB3	-0.014372407
RBFOX1	-0.000713497
SLC6A20	-0.053999734
BTN2A3P	
OTUD4	-0.03729789
NKX1-1	
PPBP	0.090322801
TMED9	-0.318391775
SLC35F2	-0.162007271
RAB39A	-0.046949224
MPHOSPH8	-0.130321903
XAF1	-0.158962322
LEPROT	-0.023054462
LY6K	-0.227348256
EPDR1	0.112519989
PPEF1	
FBLIM1	-0.522328901
NUTM2F	0.004509997
IL17RD	0.006256722
CTSA	-0.016607739
PCSK4	0.057433592
ROPN1	-0.086458588
ZRANB1	-0.132294252
TRIM44	0.122656843
BTG4	0.091116178
HYDIN	-0.290125313
PPP1R12C	0.033703739
CFAP46	0.060960555
RNF111	0.008406632
PPIA	-0.735841218
NSMCE4A	-0.392164166
ALKBH4	-0.141338901
DNAJB12	-0.361035817
PPIB	-0.169382651
TET2	0.144661251
KCTD9	-0.078045387
TRPM4	-9.96E-05
BNC2	0.074471504
MED18	-0.935591409
DCHS2	0.077556725
MBTD1	-0.342738107
PPIC	-0.076748078
KLHL24	0.04671436
HAUS6	-1.111041331
TRIT1	-0.556813815
CNNM2	-0.089419169
AHI1	-0.091166455
ZNF586	0.061477777
DYM	-0.031463194
SAMD9	0.282851353
PPID	0.082699146
GIPC2	0.016705856
AFTPH	-0.011001588
KLHL28	0.043999769
QPCTL	-0.110863507
GATAD2A	-0.415977633
ZNF280D	0.04927654
ZCCHC10	-0.114162375
ERCC6L	
TRPM7	-0.873112049
CDHR2	0.04435002
NXPE4	0.098229347
BCAS3	-0.243302735
ASPN	
NUP62CL	
BEST2	-0.072649279
VPS13C	-0.015606333
GDAP2	0.000235635
BSPRY	-0.077671451
APTX	-0.05861762
BIVM	0.065605968
SYTL2	0.187199683
ESRP1	0.139601137
SIDT1	0.212843572
ARHGEF38	0.080568707
DEF8	-0.105366482
FBXL12	-0.210570942
ANKRD49	-0.653126707
PAQR5	-0.024541413
WDR55	-1.19834555
FAM46C	0.132001628
GON4L	-0.465700842
GDPD2	
PGPEP1	-0.420230093
ELP6	-1.233988598
CKMT1A	
MS4A12	0.090724395
SNRK	0.080868693
CC2D1A	0.072754593
TOR4A	-0.078921798
POLR2J3	
GPATCH4	-0.244507363
PPP1R14D	-0.139114869
TMEM104	-0.280735581
EPS8L1	-0.165828448
QRICH1	-0.38174393
PIGG	0.124019144
PALMD	-0.048694522
FNBP1L	0.030850635
DCAF16	0.06252615
ZCCHC2	-0.171831845
DPP8	-0.034260492
ST7L	-0.201775283
BCOR	
TEX10	-0.839985366
ANKHD1	-0.205219291
CWC25	-0.504821658
RETSAT	-0.164085177
TBC1D8B	
PLPPR1	
UHRF1BP1	-0.198642016
NSUN2	0.000871388
ALKBH5	-0.166885236
INO80D	0.08957067
NCAPG2	-1.149542681
MTMR10	0.048793218
RNF43	0.080088346
PQLC2	0.143803216
CASZ1	-0.295864059
ELOVL2	-0.108464164
PXK	0.231568454
AUH	-0.089276646
LAX1	-0.072043759
CDKAL1	-0.13438762
TTC19	-0.032932395
MKS1	-0.112985108
NSD3	
CYP2W1	-0.150485005
SPDL1	-0.855880874
SEMA4C	-0.248455557
RPP25	0.320915904
FOCAD	0.000504668
YTHDF1	-0.021868463
CMTM6	-0.08475663
DNAAF5	
DUS2	-0.123276415
CHTF8	-0.728820776
RASIP1	-0.092049626
LIME1	0.02926417
ZSCAN32	0.023799917
UBE2R2	-0.079042888
CHCHD3	-0.258815323
IMPAD1	-0.003468447
PPL	-0.202853418
TRMT10C	-0.524095456
EXD3	0.045617076
RHBDL2	-0.004447546
DUSP23	0.100598279
ADPRHL2	-0.294880084
SOHLH2	0.050270432
COMMD4	-0.141023192
PPM1A	0.102633887
OCIAD1	0.050112529
RNF125	0.070834395
FAM206A	0.005754202
SLC41A3	-0.073895081
LPCAT2	0.15016221
MRPL16	-0.855994551
SDHAF2	-0.63452708
PPM1B	-0.072912443
COMMD8	-0.351312079
TRNAU1AP	-0.463875615
C1orf27	-0.402201114
FAM120C	
C1orf109	-1.85474974
PARP16	-0.136066243
TXNL4B	-0.796942738
ODAM	0.262550178
PPM1G	-0.123728879
SSH3	0.063015029
TIPIN	-0.789515187
UCKL1	-0.039502787
C1orf56	-0.182604448
PIGX	-0.240508546
CT55	
TMEM70	-0.05546871
HPF1	
TTC12	0.203351529
INTS11	
THG1L	-0.823781828
SLC25A38	-0.121418636
SLC35F6	0.011464279
HRASLS2	-0.065997762
PPOX	-0.152420023
NMRK1	0.201125006
CLN6	-0.058420284
PINX1	-0.021753181
ULK4	0.245467925
C1orf123	-0.262568813
ACSM5	0.07234186
ZNF770	0.086562816
PPP1CA	-0.614776887
C1orf159	-0.201237046
ZSCAN2	-0.149404528
OXSM	-0.261563788
2-Mar	0.007980208
TESC	0.199287831
AURKAIP1	-0.565700216
ACPP	0.051982566
AUP1	-0.042162049
PPP1CB	-0.648740991
TUG1	
TTC22	-0.210763012
TMCO3	-0.358682915
PAK1IP1	-1.287851149
RMND1	-0.32476783
TRMT61B	-0.208162961
FAM118A	0.325231844
HERC6	-0.124659868
PPP1CC	-0.283405887
PPP2R3C	-0.742420952
MCUB	
STX17	0.316872791
PRPF39	-0.478244058
1-Mar	0.055560779
C14orf119	-0.075765082
PPP1R1A	-0.216575833
TTC38	-0.065363942
PID1	0.038730903
PHIP	-0.193191883
BANK1	-0.075349201
HEATR3	-0.282745259
C17orf80	0.038532819
USP47	-0.117508088
SLC35A5	-0.158925015
FKBP14	0.178403366
MOCOS	0.046546772
NOL8	-0.84841656
PTCD3	-0.878120144
CDCA4	0.076941019
TRMT12	-0.074308592
PPP1R2	-1.158286205
PLEKHB2	-0.028979002
NRDE2	-1.102227987
MRPL20	-0.613340503
ATG16L1	-0.055604716
ZWILCH	-0.064226028
CRYBG2	
PPP1R3A	0.190133414
SUSD4	-0.065704967
WIPI1	0.146350635
ZCWPW1	0.034958101
SLC52A1	-0.170633297
PDPR	-0.086450875
ENOX1	-0.044868884
PPP1R3C	0.104566462
DET1	-0.4155388
C9orf40	0.034624347
RNF31	-0.189896458
OXR1	0.199467225
UACA	-0.120970589
TMEM45A	0.188951653
FEZF2	-0.094918098
TAPBPL	0.004792081
IFT57	-0.277613672
ARGLU1	-0.915340389
KIF26B	0.017900682
CXorf57	
CCDC186	0.226567148
SLC38A4	-0.062185657
PPP1R3D	0.027988509
MED9	-0.900036242
TMEM51	-0.016192362
WDYHV1	-0.00888851
GPATCH1	-0.446889192
SAMD4B	-0.361598407
AVP	-0.073375273
PPP1R7	-0.881498778
WDR70	-0.81596993
DMAC2	
ATG2B	0.118059558
RALGPS2	0.115515543
GPATCH2	-0.164614895
SLFN12	-0.062583302
ANO1	-0.10558303
BSDC1	-0.100094665
AGGF1	0.06094211
PPP1R8	-1.247398369
MAGOHB	0.106909592
PLEKHJ1	-0.111766115
WDR60	0.298711843
XKR8	-0.070871181
ARHGAP17	0.058060399
SLC6A15	0.024803552
CRTAC1	-0.137012122
PRPF38B	-1.427663189
FANCL	-0.211291185
PIWIL2	-0.012231276
CEP192	-0.86671682
HEATR1	-1.340109335
TRIM68	0.153837889
ANO10	0.190601333
ARMC4	0.038510997
RBM28	-1.045215034
LARP1B	-0.095056212
SRBD1	-1.519507945
WRAP53	-0.329437759
FIGN	0.079248463
FAM90A1	0.683724587
ANKZF1	-0.067507471
PPP1R10	-1.091401159
ELP3	-1.158679272
HAUS2	-0.241582047
CDCA8	-1.751996393
LRRC8D	-0.125752869
THAP1	-1.562099716
ZDHHC4	-0.019203285
RBM23	-0.350020664
UBR7	-0.00589165
MTPAP	-1.013084923
PPP2CA	-1.052887592
TMEM38B	-0.130291187
DALRD3	-0.132907147
SDAD1	-0.719818446
MSTO1	-0.868408821
ARMC1	0.287949038
DARS2	-0.428547144
RFWD3	-0.382049526
PPP2CB	0.133114919
ARHGEF10L	0.023340149
TMEM33	-0.076318182
PNPO	-0.100525914
SHQ1	-1.086316842
CEP55	-0.532811648
MSL2	-0.062426084
MRPS18A	-0.600181025
PRMT6	0.035206409
DNAAF2	-0.119966553
MRPS10	-0.640029717
INTS10	-0.536066206
KLHL11	-0.559334995
SEC61A2	-0.040883733
RMDN3	-0.109112803
MRM3	
FAIM	-0.306295878
PPP2R1A	-1.243992531
LINS1	
SMG8	-0.403660643
RNF220	0.032113761
RIF1	-0.445705783
DZANK1	0.099535355
SLC25A36	-0.081688747
VPS13D	-1.060351449
RIC8B	0.123612417
PPP2R1B	0.010031769
NUDT11	
NADSYN1	0.014265547
DNAJC17	-1.584014473
PBRM1	-0.23678769
C14orf105	-0.128368792
KIAA1551	-0.029605333
RPRD1A	-0.015809435
APPL2	0.138909295
AVPR1A	-0.189612929
PPP2R2A	-0.316322273
PLEKHG6	-0.066938328
MAP1S	-0.018225983
LGI2	-0.037029685
GOLPH3L	-0.244850005
ZNF532	-0.151053734
SBNO1	-1.288402882
ARL8B	-0.253390784
DCUN1D2	0.027348947
SETD5	-0.415874594
PPP2R2B	0.076474758
ATAD3A	-0.044542853
DPPA4	0.118809446
BBS7	0.052389485
RCBTB1	0.043106485
P3H2	
FANCI	-0.196616685
C11orf57	-0.684978484
TMLHE	
EXD2	0.185581967
TMEM57	-0.125620674
PPP2R2C	0.005758814
KLHDC8A	-0.383450926
LRRC20	0.059175677
TRIM62	0.025836003
ETNK2	-0.03903507
RAVER2	-0.113043173
NAT10	-1.075158302
LRRC1	-0.312521166
PNMA8A	
PANK4	-0.042914595
PPP2R3A	0.011284546
USP40	-0.025072518
CCDC87	-0.250322237
MOB1A	-0.01907184
SMU1	-1.765029231
UBA6	-0.417415216
VRTN	-0.117132366
SLC38A7	-0.062986712
OGFOD1	-0.44716873
PTPA	
STEAP3	-0.149556104
KIRREL1	
SLC47A1	-0.170472406
UQCC1	-0.417104683
CCDC25	-0.0790151
NEIL3	0.161452581
TMEM206	0.08930603
YY1AP1	-0.111880135
PPP2R5A	0.119735457
ELP2	-0.742328491
PCMTD2	-0.242832247
ASXL2	
TYW1	-0.091208474
TMEM39A	0.02846742
WDR41	0.169857791
ADI1	-0.031651177
MRGBP	-0.879237282
THNSL2	-0.090040746
CASC1	0.082017757
PPP2R5B	-0.19923418
TMEM143	-0.291733904
C7orf43	-0.120218192
TMEM19	-0.022708824
ECHDC2	-0.146109204
PSPC1	-0.410931698
PPP2R5C	-0.171354549
NUDT15	-0.092439854
IMP3	-1.246707153
TMEM100	0.160150823
PHF10	-0.220381493
VPS53	-0.095438375
PGM2	-0.054915784
FGGY	0.095043519
QRSL1	-0.664627665
ZNF654	-0.095258823
PPP2R5D	-0.104333535
CWF19L1	-0.220750864
TMEM140	-0.038881155
LRRC36	0.204959088
MCOLN3	0.137151271
UBE2W	-0.031602188
RBM41	
RHOT1	-0.199466416
ACOXL	-0.188788158
DNAJC25-GNG10	
PPP2R5E	-0.087790815
BRF2	-1.548261105
PPP6R3	-0.409119319
UEVLD	0.073386549
FBXW7	-0.033578212
KLHL26	-0.019629265
TBC1D19	0.379013502
CCDC91	-0.010179679
RNF121	-0.017251319
BRIX1	-1.138260092
AVPR1B	-0.10306975
PPP3CA	-0.155705751
PI4K2B	0.096035821
OLAH	0.10234932
GIMAP4	0.334606935
SPTLC3	0.195828631
DDX19A	-0.667826346
PPP4C	-1.158591331
ZNF444	-0.001851148
PEF1	-0.5103235
RFK	-0.516966693
CPPED1	0.144898478
TMEM144	0.243891452
SLC29A3	-0.113616856
PRR5-ARHGAP8	
RSAD1	-0.386461425
TMA16	-1.062506379
PPP3CB	0.04361323
MIS18BP1	-1.211991103
C5orf22	0.184455517
LARP6	-0.032075719
ABCF3	0.047586973
UFSP2	-0.244510908
AGPAT5	0.081302641
LIN7C	-0.269039218
RNLS	-0.028838724
MNS1	0.037117604
PPP3CC	0.034681679
BLOC1S4	0.007633787
ACER3	0.131318538
DRAM1	-0.039016769
SYNJ2BP	-0.011109412
SLC39A9	-0.064152138
NIPSNAP3B	-0.250514714
LINC01949	
WDR33	-0.600234928
PPP3R1	0.03145112
GIMAP5	0.177112821
LSG1	-1.03089702
STRBP	-0.021801027
SLC35C1	-0.251586416
PLCXD1	
ZGRF1	-0.374022054
TCP11L1	0.021569605
ABHD10	-0.008788203
CHDH	-0.026853194
PPP3R2	-0.013248553
VNN3	
STK32B	-0.00764727
LAPTM4B	-0.118519393
HJURP	-0.829862367
SLC22A15	-0.184472917
TBC1D2	0.106146715
STYK1	0.061338864
PPP5C	-0.050237074
PI4K2A	-0.188347225
TMEM63B	-0.055548887
HEMGN	-0.067874566
IMPACT	-0.187161407
LGR4	0.075586586
PIDD1	-0.104996236
PPP6C	-0.975188271
PPP4R1L	
TMCO6	-0.314513702
LRRC59	-0.110300179
PPT1	-0.004517052
MCM10	-0.379155406
AVPR2	
NCBP3	
MIR429	
ZNF331	0.320078084
LOC554223	
SIRPG	0.047042458
DPY19L2P1	
GPALPP1	0.024211194
AP1AR	0.039629014
STRADB	0.082333657
PRB3	
PRB4	0.285025343
CAMK2N1	0.010370073
CSGALNACT2	-0.082062416
PRCC	-0.330580896
DNAJA4	0.083062926
PRCP	-0.053945226
PARL	-0.284193344
PRELP	-0.058007021
PREP	-0.134616628
ETNK1	0.043555562
CHST12	0.048882137
HES6	-0.263248796
TRPV6	-0.164001691
TNFRSF19	0.123566652
NOP10	-1.196083468
H2AFY2	-0.237307152
GPRC5D	0.185029069
BATF3	0.207161232
PRF1	-0.008286724
DDX43	-0.090795341
SAGE1	
SMPD3	-0.279226009
SRGN	-0.070588022
ELAC1	0.102695792
TRIM36	0.037163548
DHTKD1	0.178871785
FEM1A	-0.390123858
TMEM55A	0.064771829
PRG2	0.106509429
SVOP	
ELMOD1	-0.066129571
SLC30A10	0.10944728
MAML3	0.106433053
CDCA7L	-0.115417646
PRH1	
IL17RB	-0.112304022
RBM38	-0.217344947
MSX2P1	
PRH2	-0.038323316
SOX6	0.007184219
KLK15	0.233062575
ENOSF1	0.119835104
PLXNA3	
CDC42BPG	-0.172164505
GALNT10	0.068852543
PRIM1	-1.366731028
CNOT11	-0.117174458
FOXRED1	-0.380602071
CDV3	-0.305633994
STAB2	0.031288545
NAGK	0.001911426
SUPT20H	-0.331731329
PRIM2	
KIF27	-0.339476431
CHRNA9	-0.170970539
UBE2Q1	-0.297659644
MIOX	0.044508467
MED29	-0.636580871
BMP2K	0.032724147
VEZT	-0.566770788
OTUD5	
ZCCHC8	
RNPC3	-1.724275091
ITLN1	-0.060706708
DDX60	0.113916857
CDKN2AIP	-0.202776935
CARMIL1	
KIF21A	-0.07174383
PPP1R9A	0.020903776
ANKRD10	-0.0638509
ZNF280C	
VPS50	
OTUB1	-0.096204614
FERMT1	-0.040564196
MTMR8	
KIF16B	-0.121668192
PRR5	0.090352446
ASAP3	-0.127551946
TASP1	-0.168183662
DOCK10	0.042054671
STAP2	0.089244856
TRMT1	-0.283658328
TTC27	-1.288933613
THUMPD1	-0.345924441
POMGNT1	-0.154295439
ZDHHC7	-0.335071808
AMBRA1	-0.144191527
ZNF407	-0.770032547
PNRC2	-0.362440738
PRKAA2	-0.24595823
SLC39A4	0.14848097
LRRC40	0.094803845
G2E3	-0.022803987
TBC1D22B	-0.290606512
KRBOX4	
DEPDC1	-0.302859129
CHD7	-0.024926397
SYBU	0.091144169
PRKAB1	-0.073457639
FLVCR2	-0.110781876
BTBD2	0.075249473
OSGEP	-1.446063036
LYAR	0.262717266
RAB20	0.035229469
PRKAB2	-0.158644556
PIGV	-0.282377144
NHP2	-0.903094091
BCAS4	-0.084353758
NLRP2	0.065168942
INTS8	-0.768804947
ZNF692	-0.107214799
ZNF416	-0.016296201
PRKACA	-0.164788687
DDX27	-0.938975755
HIF1AN	-0.228098382
ZNF446	-0.042578825
CDC37L1	-0.093754619
URGCP	-0.076786543
NPLOC4	-1.115681015
GPATCH2L	0.081848902
MFN1	-0.055425117
PRKACB	0.01367445
PEX26	-0.433913662
PPP4R3A	
SLC30A6	0.098735225
PRKACG	-0.216208381
RUFY2	0.051213314
SCYL2	0.119230943
KANSL3	-1.18681993
RABL6	-0.077952657
MREG	-0.002142062
YEATS2	-0.76413762
PKIA	0.013332412
PACS1	-0.309788494
FRMD4A	0.050730412
LUC7L	0.043186286
KDM4D	0.069433986
NSUN5	-0.09993689
RBM22	-1.629703425
VAC14	-0.354268501
RADIL	-0.224357398
IARS2	-1.185038895
PKIB	0.011446883
MAP7D1	-0.056443789
ARHGEF40	-0.230309007
CCDC94	-1.425620013
POLR3B	-1.517888294
CCDC88A	-0.126993993
IPO9	-1.018836034
NDC1	-0.758722595
NECAP2	-0.237005964
KBTBD4	0.015222037
PRKAG1	-0.236039853
FAR2	-0.115880724
ZNF334	0.257942114
DOK4	-0.073593928
LMBR1L	-0.172394561
WDR11	0.113361288
SLF2	
IQCC	-0.34762344
CEP72	-0.111433532
ASF1B	-0.547623392
BTBD7	-0.044512262
N4BP2	0.034283798
ATF7IP	-0.099652489
PRKAR1A	-0.153727199
FAM222B	-0.086990397
HHAT	-0.00678786
ZFP64	0.018368945
DNAJC11	-0.821274603
VPS35	-0.60728318
ARFGAP1	0.023019028
NAXD	
ENAH	0.037352967
EDEM2	-0.21703328
PARVA	-0.135342521
CHFR	-0.028228044
COA1	-0.101680918
AP5M1	0.05717109
NUP133	-1.33566938
CNDP2	-0.034774213
CCAR1	-0.874442249
PRKAR1B	0.005131578
AGK	0.121502754
TMEM184C	-0.052774083
11-Sep	-0.163319232
OGDHL	-0.196094763
TMEM30A	-0.250164088
CDK5RAP2	-0.37143979
INTS9	-1.494680002
UGGT2	-0.121832624
RCOR3	-0.059251892
WDR12	-1.236101953
PRKAR2A	-0.378713249
TTC17	0.062575762
ZNF701	-0.17647503
EXOC1	-0.597347487
IFT122	-0.133923371
H2AFJ	-0.205440371
NGLY1	-0.255257981
ZNF83	-0.140246399
PRKAR2B	0.093525527
EXOC2	-0.44947298
TBC1D23	-0.131713198
TDP1	-0.090966815
SAYSD1	-0.203615753
MBD5	0.059413401
ZNF839	-0.089473896
CFAP44	-0.187649665
PRKCA	-0.173731456
RIOK2	-1.026287361
MCTP2	0.188490651
FGD6	-0.120604717
ZNF415	-0.041225409
TXLNG	
LMBRD1	0.09507874
DEPDC1B	0.078175319
PRKCB	0.016557186
CSGALNACT1	0.080135321
LRIF1	-0.221949402
DDX28	-0.388668475
MBNL3	
METTL2B	-0.197457543
CACNA2D3	0.076767277
AXL	-0.072115937
PRKCD	-0.087611777
SCN3B	-0.120856039
DCP1A	
ADAP2	-0.225025665
LRP2BP	0.011925792
HR	0.037212015
ST6GALNAC1	-0.061847499
TRERF1	-0.078193185
PRKCE	-0.19210456
FOXJ2	-0.082088439
ADCY10	0.003560251
SPATA7	0.008283993
UTP6	-0.546999694
BDP1	-0.760465961
TSNAXIP1	-0.176912011
DOK5	0.070719052
KDM3A	0.089601849
RNF130	0.114200215
PRKCG	0.256301872
ALLC	-0.07691811
VPS11	
PAG1	0.05322637
PECR	-0.039931646
DCAF6	-0.436569555
SELENOS	
PRKCH	0.08381781
GLT8D1	-0.211546634
EMC3	-1.165550465
CAND1	-0.479414645
UBAP2	-0.047559537
CENPJ	-0.440702571
CENPN	-1.299605585
PRKCI	-0.066434827
EAF2	-0.179034341
WWC3	
ARHGAP15	-0.027450932
PPP2R2D	
BRK1	-0.46800823
ITFG2	0.095280783
CISD1	0.174511174
PLGRKT	0.154808712
PKN1	-0.006403722
USE1	-0.523622894
PSENEN	-0.140351083
TEX2	-0.140432176
ZC3H15	-0.015853247
FAM45BP	
ACOT13	-0.012215291
KIZ	
TMEM165	-0.325492733
BEX1	
PKN2	-0.268970355
ACTR10	-0.896572809
DBNDD2	0.265723771
ECHDC1	0.074769859
TMEM126B	-0.015625322
SLC22A11	-0.135493526
HDAC8	
PRKD1	0.223431654
ASH1L	-0.249310083
CBWD1	-0.157629871
PBK	0.017725226
GSDMB	-0.207343506
GABRQ	
PRKCQ	0.10263666
WSB2	-0.242709156
LMO3	0.102075989
ZKSCAN7	0.053317082
GOLGA6B	-0.335698814
PRKCSH	-0.334188588
GPRC5C	0.037705511
LENEP	0.139744839
MYNN	-0.024949271
ZNF395	0.155051136
MESP1	0.085722524
UNC45A	-0.51807204
PRKCZ	-0.236035481
ZNF302	0.070664199
THSD1	0.064845854
ACSS2	0.292250473
KMT2E	-0.100449227
RNF114	0.045312026
ZC4H2	
CMAS	-0.132447325
ANGPTL8	
BIN3	0.397439772
PRKDC	
APOBR	-0.053930959
ERBIN	
LANCL2	0.072332811
NXT2	
PRKG1	0.083726151
RCC2	-0.187483147
NKRF	
FAM212B	-0.101049135
DMAP1	-1.168321773
PRKG2	-0.062816576
MYO5C	0.086397395
APOM	-0.111737938
MAPK1	-0.137915145
MAPK3	-0.104072781
ZMAT5	-1.282760232
LIN37	-0.325595024
KLHL9	-0.019122202
SULF2	0.00545705
MAPK4	0.002919604
3-Sep	-0.00937554
AJAP1	-0.00822897
NDUFA12	-0.096965287
NSFL1C	-0.18501385
C20orf24	-0.202839954
MAPK6	-0.241283895
GNG12	0.192446751
BAIAP2L1	-0.022183396
BCAP29	0.010567603
SLC50A1	-0.038360954
KLHL7	-0.245992806
MAPK7	0.092817376
MAPK8	0.290168962
NXF5	
ACRV1	0.321747888
MAPK11	0.130940988
NXF3	
MYDGF	
SMG9	-0.197694938
MAPK9	0.395814099
MAPK10	-0.116098399
MAPK13	-0.101866218
BARX1	-0.024638577
PDGFC	0.012538142
MAP2K1	-0.14998516
ALG1	-1.046977154
MAP2K3	0.121565807
UBFD1	-0.317524366
KLHL4	
TMEM234	0.130368054
MAP2K5	-0.109005902
MAP2K6	-0.039046226
MAP2K7	-0.387980502
PCDHGC5	-0.038456819
PCDHGC4	-0.044646434
PCDHGB7	0.068748128
EIF2AK2	0.016076737
PCDHGB6	-0.098352345
PCDHGB5	
PCDHGB3	-0.2092973
PCDHGB2	0.037540917
PCDHGB1	-0.050775531
PCDHGA11	0.043736104
PCDHGA10	-0.086219128
PCDHGA7	-0.253235654
PCDHGA6	-0.066548706
DNAJC3	0.052470751
PCDHGA5	-0.08718296
PCDHGA4	-0.07645523
PCDHGA3	0.058499626
PCDHGA2	0.110571604
PCDHGA1	-0.014262518
THAP12	
PCDHB15	-0.20268779
PCDHB14	-0.08428726
PCDHB13	0.133495195
PCDHB12	0.042934352
PCDHB11	-0.075755718
PCDHB10	-0.095838793
PCDHB9	
PCDHB8	-0.025044347
PCDHB7	-0.159017892
PRKX	
PCDHB6	-0.052212714
PCDHB4	-0.136543614
PCDHB3	-0.007361878
PCDHB2	-0.12629065
PCDHAC2	-0.000214545
PCDHAC1	-0.109390092
PCDHA13	-0.295257092
